date,2006,2007,2008,2009,2010,2011,2012,2013
2006/11/01 23:59:59,1400.84,30935.15,1877.03,812.09,51045.33,4616.9,29935.55,
2006/11/02 23:59:59,891.66,22113.5,1802.04,1704.26,64586.99,37416.46,38598.73,
2006/11/03 23:59:59,1652.11,17891.71,5018.24,1264.02,43964.19,60072.44,83576.63,
2006/11/04 23:59:59,901.97,41279.02,257919.09,693.12,68335.02,137544.17,85135.79,
2006/11/05 23:59:59,1842.76,41929.53,97812.48,4598.98,30165.12,10793.86,90457.37,
2006/11/06 23:59:59,1950.93,44152.11,98022.53,977.79,4282.12,52812.49,136356.66,
2006/11/07 23:59:59,2003.32,37163.41,86525.3,396.0,5135.93,8537.39,162540.25,
2006/11/08 23:59:59,1751.53,36902.53,65243.05,605.77,9901.68,203111.25,158255.1,
2006/11/09 23:59:59,1863.28,31449.52,69381.14,602.71,3043.25,175249.54,68780.71,
2006/11/10 23:59:59,832.35,28992.4,60782.95,1576.7,24059.99,163605.44,6302.54,
2006/11/11 23:59:59,1023.33,27090.25,56270.09,20295.26,182205.7,106187.89,6339.38,
2006/11/12 23:59:59,1225.35,23369.09,51725.28,2916.8,312479.77,33036.7,7542.84,
2006/11/13 23:59:59,1622.89,18766.84,76874.77,36869.24,521286.09,26414.95,98643.92,
2006/11/14 23:59:59,1001.34,20370.72,44583.08,33382.73,426311.11,232031.11,102065.96,
2006/11/15 23:59:59,1505.24,22406.5,46780.79,30051.69,467129.68,338590.41,675223.09,
2006/11/16 23:59:59,992.56,20038.2,52530.55,23536.87,440952.88,1264449.95,1486801.53,
2006/11/17 23:59:59,2305.12,18679.15,54192.76,64693.3,356257.58,1067778.72,154879.18,
2006/11/18 23:59:59,1315.14,19765.18,43187.83,83212.18,353472.5,1565420.4,124147.74,
2006/11/19 23:59:59,1601.44,18246.22,41769.85,99147.21,303799.4,829247.95,194241.59,
2006/11/20 23:59:59,1084.29,17298.76,39012.01,78870.18,270925.7,808240.09,88135.62,
2006/11/21 23:59:59,1799.64,14788.28,36022.82,91703.67,280251.1,753734.12,151726.68,
2006/11/22 23:59:59,983.72,14536.19,36190.57,87324.3,352012.24,680615.11,125913.52,
2006/11/23 23:59:59,2674.99,26311.81,41457.22,78395.99,344281.13,636310.71,164268.32,
2006/11/24 23:59:59,2764.73,26512.87,42142.41,79144.5,237325.69,572081.53,228791.85,
2006/11/25 23:59:59,1106.01,19245.14,36707.56,71084.3,249851.46,526613.32,364345.31,
2006/11/26 23:59:59,1662.53,25358.82,34664.68,74545.74,260304.27,531660.56,573695.69,
2006/11/27 23:59:59,3962.17,17413.47,31922.11,67245.58,230255.67,558808.99,2364628.8,
2006/11/28 23:59:59,2026.81,17131.57,33789.65,71947.41,230301.38,555074.82,2120673.47,
2006/11/29 23:59:59,1178.54,16398.5,26490.9,74835.35,242577.58,544691.7,2412805.72,
2006/11/30 23:59:59,1847.69,17043.8,32113.11,74997.0,163877.79,506671.82,1508013.18,
2006/12/01 23:59:59,1222.33,16409.84,58092.03,59614.38,154850.07,398397.86,1252195.42,
2006/12/02 23:59:59,1270.43,14072.38,29204.96,57617.89,154422.7,364934.7,1244608.31,
2006/12/03 23:59:59,2372.6,13179.19,31976.5,106635.68,151057.73,325291.97,1294534.2,
2006/12/04 23:59:59,1652.94,11363.83,33375.87,108225.56,104190.25,328199.65,538538.81,
2006/12/05 23:59:59,2193.46,12226.69,29547.73,104625.94,118024.57,316089.69,449738.98,
2006/12/06 23:59:59,1628.1,18640.63,28260.23,109379.66,141983.53,371502.33,467069.93,
2006/12/07 23:59:59,1317.18,14390.46,31865.29,104326.64,112897.14,266584.75,490359.61,
2006/12/08 23:59:59,815.1,16415.81,36033.74,140567.14,106274.96,227882.73,320651.5,
2006/12/09 23:59:59,2929.17,15636.73,26119.56,142855.61,146895.33,558818.25,290219.13,
2006/12/10 23:59:59,1414.99,16240.52,34228.87,150332.85,125386.26,156804.37,419611.75,
2006/12/11 23:59:59,12053.6,12148.16,29844.3,136592.23,122382.17,168609.5,368154.47,
2006/12/12 23:59:59,3773.27,11460.39,29939.39,131663.04,149268.23,209471.15,398673.36,
2006/12/13 23:59:59,2312.18,14268.78,32114.91,138432.47,202218.33,225166.68,316751.24,
2006/12/14 23:59:59,12199.66,16915.74,30914.86,133825.56,263583.77,172748.91,370545.98,
2006/12/15 23:59:59,3645.09,10673.21,34129.69,140300.82,396024.27,308542.84,275798.16,
2006/12/16 23:59:59,22466.12,17688.03,58217.84,440454.56,407644.52,481363.48,302824.09,
2006/12/17 23:59:59,26124.6,12294.35,28913.9,348391.2,370946.75,214423.26,399369.28,
2006/12/18 23:59:59,43681.96,12729.28,25775.27,300154.31,256991.85,175694.71,189220.29,
2006/12/19 23:59:59,23232.56,12208.92,44250.65,316579.54,251917.17,208644.18,348913.8,
2006/12/20 23:59:59,80113.93,14442.75,27954.18,315128.05,423940.83,559183.42,390295.95,
2006/12/21 23:59:59,45741.14,15778.22,29165.6,317239.21,275450.34,334111.04,690992.93,
2006/12/22 23:59:59,48933.22,10308.73,36024.24,330751.47,222008.12,342977.59,84205.87,
2006/12/23 23:59:59,31858.29,11022.92,290746.67,268091.71,233559.73,253109.5,63175.43,
2006/12/24 23:59:59,36966.93,14393.77,239452.03,281349.02,218157.95,199640.68,109396.03,
2006/12/25 23:59:59,17822.85,8276.72,171489.8,175376.3,170330.01,158698.41,50374.68,
2006/12/26 23:59:59,17822.32,14975.67,219305.16,185629.88,194475.89,176476.24,120334.86,
2006/12/27 23:59:59,20448.08,834813.97,202111.41,209945.06,302618.89,247846.48,200109.86,
2006/12/28 23:59:59,46838.26,23089.7,198669.33,268848.54,306435.28,561328.69,124397.51,
2006/12/29 23:59:59,40569.84,16831.71,266216.33,331876.74,336584.23,592521.64,77174.76,
2006/12/30 23:59:59,28875.31,15783.78,235074.09,328264.51,422359.96,1022051.21,93246.46,
2006/12/31 23:59:59,32464.45,38950.82,337228.86,394065.77,790955.32,1114119.77,541862.32,
